run_id,window,start,end,n_bars,timesteps,cumulative_return,sharpe,max_drawdown,final_equity,news_coverage,calmar,approx_kl,entropy_loss,ppo_updates
20260824_131239,11,2026-06-27,2026-08-01,1898,65536,0.0306780162205448,0.0323960514177839,0.050134117363287,1030678.0162205448,0.9192139737991266,0.6119189453011143,0.0135301304981112,-6.639640086889267,8
20260824_131239,12,2026-06-29,2026-08-03,1924,65536,0.0297320358919512,0.0342466766613919,0.0490686604393128,1029732.0358919512,0.9129039161138456,0.6059271972326058,0.0133233722299337,-6.632498712837696,8
20260824_131239,13,2026-06-30,2026-08-04,1950,65536,0.0277185168505966,0.0353530706218945,0.0492922887176967,1027718.5168505966,0.905952128786274,0.5623296781641476,0.0158357694745063,-6.535877367854118,8
20260824_131239,14,2026-07-01,2026-08-05,1950,65536,0.0329414736743725,0.0426013638629882,0.0406689064646647,1032941.4736743724,0.8981148061851303,0.8099916259856591,0.0135777154937386,-6.482150386273861,8
20260824_131239,15,2026-07-02,2026-08-06,1987,65536,-0.0220802851861354,-0.0345063280905657,0.0487503760807303,977919.7148138646,0.8927980132450332,-0.45292543281247,0.0141606237739324,-6.4329923376441,8
20260824_131239,16,2026-07-03,2026-08-07,1987,65536,-0.0168368662605288,-0.0247793023656578,0.0527294509893821,983163.1337394712,0.8847268211920529,-0.3193066861993153,0.0175234265625476,-6.423440571129322,8
20260824_131239,17,2026-07-06,2026-08-08,1950,65536,0.0014994023943848,0.0029692486769764,0.0493311184741645,1001499.4023943848,0.8820165219233214,0.030394656370301,0.0146054336801171,-6.426157203316689,8
20260824_131239,18,2026-07-07,2026-08-10,1950,65536,-0.0128031116531646,-0.0160584956952733,0.0433158945793682,987196.8883468354,0.8585045541198899,-0.2955753719851105,0.0183503963053226,-6.442363074421882,8
20260824_131239,19,2026-07-08,2026-08-11,1950,65536,0.0264655379491838,0.0378159075626219,0.0288179112585297,1026465.5379491838,0.850667231518746,0.9183711377190918,0.01844516210258,-6.4238232865929605,8
20260824_131239,20,2026-07-09,2026-08-12,1950,65536,-0.0583499268330419,-0.0683166314249809,0.0676690080847395,941650.073166958,0.8429629629629629,-0.8622843526828768,0.0200664699077606,-6.426052823662758,8
20260824_131239,21,2026-07-10,2026-08-13,1950,65536,-0.0140264286907035,-0.0163363103986386,0.0658503266744076,985973.5713092964,0.8351322751322752,-0.2130046941157373,0.0196483675390481,-6.372834625840187,8
20260824_131239,22,2026-07-11,2026-08-14,1950,65536,-0.0477534234289037,-0.0649543965668441,0.0685097552952183,952246.5765710962,0.8273015873015873,-0.6970310027108902,0.0216262899339199,-6.373016621172428,8
20260824_131239,23,2026-07-13,2026-08-15,1950,65536,-0.0389715647563482,-0.0494001157542246,0.0626053742917821,961028.4352436516,0.8273015873015873,-0.6224955157158735,0.0243089962750673,-6.311363062262535,8
20260824_131239,24,2026-07-14,2026-08-17,1989,65536,-0.0423426588966184,-0.0740861648390807,0.0533058435401084,957657.3411033816,0.8192574459404325,-0.7943342809078512,0.0270470380783081,-6.286466452479362,8
20260824_131239,25,2026-07-15,2026-08-18,1983,65536,0.0024401441678136,0.0091455839406966,0.0254483212901087,1002440.1441678136,0.8132311415893505,0.0958862527707131,0.0226794406771659,-6.268572475016117,8
20260824_131239,26,2026-07-16,2026-08-19,1944,65536,-0.0233513298665997,-0.125303660529147,0.0311306339898979,976648.6701334002,0.8061059441973312,-0.7501077515535765,0.0215483494102954,-6.23741675466299,8
20260824_131239,27,2026-07-17,2026-08-20,1905,65536,0.0012399050975508,0.0146672026753286,0.0124091962747149,1001239.905097551,0.798946088366437,0.0999182437042549,0.0235569048672914,-6.206175418198109,8
20260824_131239,28,2026-07-18,2026-08-21,1866,65536,0.0,0.0,0.0,1000000.0,0.7917513206013815,0.0,0.028832510113716125,-6.171828077733517,8
